product_price,product_rating,mrp,company,country,discount_pct,review_count,availability_status,language,writer,format,comic title
1568,4.3,2082.0,Diamond,India,24.0,438,promotion,English,Viz Magazine,hardcover,The Viz Annual 2023: Zookeeper's Boot: Cobbled Together...
100,4.0,400.0,Diamond,India,20.0,3,promotion,Hindi,Pran,paperback,Billoo And Pasha Magician
159,0.0,199.0,Diamond,India,20.0,0,in_stock,Hindi,Pran,hardcover,Chacha Chaudhary Gang War
3344,0.0,3800.0,Diamond,India,12.0,0,in_stock,English,Various,hardcover,How to Draw Manga: Getting Started Kit
557,4.0,2153.0,Japanese,Japan,74.0,815,other,English,Ito Junji,hardcover,Uzumaki (3-in-1 Deluxe Edition)
719,4.1,799.0,Japanese,Japan,10.0,530,low_stock,English,Horikoshi Kohei,paperback,"My Hero Academia, Vol. 40"
172,3.9,1270.0,Japanese,Japan,86.0,365,low_stock,English,Miura Kentaro,paperback,Berserk Volume 1
591,4.7,799.0,Japanese,Japan,26.0,7,low_stock,English,Kishimoto Masashi,paperback,"Boruto: Naruto Next Generations, Vol. 7"
371,4.1,2356.0,Japanese,Japan,84.0,606,low_stock,English,Shinkai Makoto,paperback,your name.
255,4.4,845.0,Japanese,Japan,69.0,66,low_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 6"
187,4.2,1006.0,Japanese,Japan,81.0,31,promotion,English,Hokazono Takeru,paperback,"Kagurabachi, Vol. 1: Volume 1"
196,4.2,599.0,Japanese,Japan,67.0,196,low_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 3"
190,4.2,921.0,Japanese,Japan,79.0,204,low_stock,English,Unknown,paperback,A Silent Voice 1
7036,4.7,13999.0,Japanese,Japan,49.0,31,other,English,Ohba Tsugumi,paperback,Bakuman
250,4.0,1900.0,Japanese,Japan,86.0,815,other,English,Muneyuki Kaneshiro Art By Yusuke Nomura.,paperback,"Blue Lock, Volume 1 (Manga)"
230,4.3,2146.0,Japanese,Japan,89.0,154,low_stock,English,Mo Xiang Tong Xiu,paperback,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Nove...
241,4.9,1299.0,Japanese,Japan,81.0,8,promotion,English,Fujita,paperback,Wotakoi: Love Is Hard For Otaku 1
215,4.1,799.0,Japanese,Japan,73.0,57,low_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 14"
210,4.4,736.0,Japanese,Japan,71.0,236,low_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 2"
229,4.7,766.0,Japanese,Japan,70.0,31,promotion,English,Kishimoto Masashi,paperback,"Boruto: Naruto Next Generations, Vol. 3"
112,4.5,758.0,Japanese,Japan,85.0,145,promotion,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 5"
249,4.3,728.0,Japanese,Japan,65.0,63,low_stock,English,Ohba Tsugumi,paperback,"Death Note, Vol. 2"
230,4.2,749.0,Japanese,Japan,69.0,62,low_stock,English,Fujimoto Tatsuki,paperback,"Chainsaw Man, Vol. 7"
188,4.4,740.0,Japanese,Japan,74.0,52,promotion,English,Gotouge Koyoharu,paperback,"Demon Slayer: Kimetsu no Yaiba, Vol. 7"
265,4.5,722.0,Japanese,Japan,63.0,46,low_stock,English,Ohba Tsugumi,paperback,"Death Note, Vol. 3"
194,4.6,699.0,Japanese,Japan,72.0,19,promotion,English,Toriyama Akira,paperback,"Dragon Ball Super, Vol. 6"
189,4.8,799.0,Japanese,Japan,76.0,16,promotion,English,Sakisaka Io,paperback,"Ao Haru Ride, Vol. 1: Volume 1"
201,4.2,795.0,Japanese,Japan,74.0,46,promotion,English,Toriyama Akira,paperback,"Dragon Ball, Vol. 2"
220,4.8,799.0,Japanese,Japan,72.0,4,low_stock,English,Gotouge Koyoharu,paperback,Demon Slayer: Volume 19
197,3.5,649.0,Japanese,Japan,69.0,123,low_stock,English,Blackman Abigail,paperback,"Solo Leveling, Vol. 2 (comic)"
237,3.5,780.0,Japanese,Japan,69.0,21,low_stock,English,Matsumoto Naoya,paperback,"Kaiju No. 8, Vol. 3"
222,4.2,799.0,Japanese,Japan,72.0,61,low_stock,English,Endo Tatsuya,paperback,"Spy x Family, Vol. 3"
359,4.5,749.0,Japanese,Japan,52.0,68,low_stock,English,One,paperback,"One-Punch Man, Vol. 3"
228,4.0,1197.0,Japanese,Japan,80.0,67,low_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 22"
850,4.5,1240.0,Japanese,Japan,31.0,11,low_stock,English,Suzuki Yuto,paperback,"Sakamoto Days, Vol. 7"
591,4.6,799.0,Japanese,Japan,26.0,20,low_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 6"
183,4.1,499.0,Japanese,Japan,63.0,698,promotion,English,Akutami Gege,paperback,Jujustu Kaisen Vol 3 (
664,4.6,999.0,Japanese,Japan,33.0,279,low_stock,English,Ohba Tsugumi,paperback,"Death Note Black Edition, Vol. 1: Volume 1"
202,4.1,802.0,Japanese,Japan,74.0,145,low_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 16"
1965,2.3,6500.0,Japanese,Japan,69.0,9,low_stock,English,Ishida Sui,paperback,Tokyo Ghoul: re Complete Box Set
541,4.2,999.0,Japanese,Japan,45.0,10,low_stock,English,Ozaki Kaori,paperback,The Gods Lie
1094,3.9,3578.0,Japanese,Japan,69.0,67,low_stock,English,Takehiko Inoue,paperback,Vagabond Manga Box Set (Volumes 1-11)
454,4.3,1310.0,Japanese,Japan,65.0,230,other,English,Kaneshiro Muneyuki,paperback,"Blue Lock : Vol- 1,2,3 (Manga Books) [BOOK COMBO] (Pape..."
237,4.4,899.0,Japanese,Japan,73.0,101,low_stock,English,Oda Eiichiro,paperback,"One Piece, Vol. 42: Volume 42  - ENGLISH"
413,4.6,450.0,Japanese,Japan,8.0,23,low_stock,English,Fujio Fujiko F,paperback,Doraemon Fantasy Collection
589,3.6,2026.0,Japanese,Japan,70.0,94,low_stock,English,Junji Ito,paperback,Tomie: Complete Deluxe Edition Manga
150,4.3,1499.0,Japanese,Japan,89.0,77,low_stock,English,Shinkai Makoto,paperback,"Your Name., Vol. 1 (Manga)"
605,4.9,950.0,Japanese,Japan,36.0,67,promotion,English,Isayama Hajime,paperback,Attack on Titan 34
316,4.0,870.0,Japanese,Japan,63.0,4,low_stock,English,Gege Akutami,paperback,Jujutsu kaisen Volume 21 (set. 1)
1269,4.3,2274.0,Japanese,Japan,44.0,27,low_stock,English,Twain Mark,paperback,The Adventures of Tom Sawyer
267,4.0,850.0,Japanese,Japan,68.0,2,promotion,English,Isayama Hajime,paperback,Attack On Titan 21
191,3.9,930.0,Japanese,Japan,79.0,29,promotion,English,Fujimoto Tatsuki,paperback,"Chainsaw Man, Vol. 10"
460,3.1,2199.0,Japanese,Japan,79.0,10,low_stock,English,Tabata Yuki,paperback,"Black Clover, Manga Combo Set, Vol. 1,2&3 ("
344,4.2,699.0,Japanese,Japan,50.0,26,promotion,English,Kentaro Miura,paperback,"Demon slayer vol 20,21 and 22"
2465,4.1,3392.0,Japanese,Japan,27.0,698,low_stock,English,Isayama Hajime,paperback,Attack On Titan Season 1 Part 1 Manga Box Set
608,4.3,1099.0,Japanese,Japan,44.0,23,low_stock,English,Kaneshiro Muneyuki,paperback,Blue Lock 5
239,4.9,845.0,Japanese,Japan,71.0,14,low_stock,English,Hajime Isayama,paperback,Attack on Titan Vol:7  - The Defeated
239,4.0,839.0,Japanese,Japan,71.0,33,low_stock,English,Eiichiro Oda,paperback,One piece vol 34 set.2  - Pride
2896,3.7,14099.0,Japanese,Japan,79.0,12,low_stock,English,Oda Eiichiro,paperback,One Piece Box Set 4: Dressrosa to Reverie: Volume 4
186,4.8,799.0,Japanese,Japan,76.0,23,other,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 13"
240,3.8,776.0,Japanese,Japan,69.0,555,promotion,English,Fujimoto Tatsuki,paperback,"Chainsaw Man, Vol. 1: Volume 1"
279,3.8,820.0,Japanese,Japan,65.0,39,promotion,English,Fujimoto Tatsuki,paperback,"Chainsaw Man, Vol. 9"
249,4.3,728.0,Japanese,Japan,65.0,63,other,English,Ohba Tsugumi,paperback,"Death Note, Vol. 2"
549,4.1,1177.0,Japanese,Japan,53.0,18,in_stock,English,Toriyama Akira,paperback,"Dragon Ball Super, Vol. 17"
598,5.0,799.0,Japanese,Japan,25.0,3,promotion,English,Togashi Yoshihiro,paperback,"Hunter x Hunter, Vol. 2: Volume 2"
1163,4.0,4999.0,Japanese,Japan,76.0,164,in_stock,English,Miura Kentaro,paperback,Berserk Manga Box Set (Volume: 1-11)
694,4.8,747.0,Japanese,Japan,7.0,9,in_stock,English,Toriyama Akira,paperback,"Dragon Ball Z, Vol. 22"
939,4.0,2499.0,Japanese,Japan,62.0,34,promotion,English,Tatsuya Endo,paperback,"Spy x Family Series, Vol. 1-11. Manga Set of 11 Books"
1836,3.7,13999.0,Japanese,Japan,86.0,18,promotion,English,Hajime Isayama,paperback,Attack On Titan Manga Box Set (Volume 1-21)
275,4.2,903.0,Japanese,Japan,69.0,284,promotion,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 8  - volume 8"
265,4.2,999.0,Japanese,Japan,73.0,63,other,English,Masashi Kishimoto Eiichiro Oda,paperback,"Naruto, Volume 1 + One piece, Volume 2 combo (paperback..."
383,4.3,759.0,Japanese,Japan,49.0,23,in_stock,English,Gege Akutami,paperback,Jujutsu kaisen Volume 10 (set. 1)
1673,3.5,3299.0,Japanese,Japan,49.0,6,in_stock,English,Miura Kentaro,paperback,"Berserk Volume 21,22,23,24,25,26,27,28,29,30 ("
416,4.3,717.0,Japanese,Japan,41.0,346,promotion,English,Ohba Tsugumi,paperback,"Death Note, Vol. 1: Volume 1"
405,3.8,2499.0,Japanese,Japan,83.0,23,promotion,English,Takehiko Inoue,paperback,VAGABOND Manga Books Vol. 1-3 [Latest Edition] [Combo S...
591,4.5,799.0,Japanese,Japan,26.0,17,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 46"
236,4.4,739.0,Japanese,Japan,68.0,91,other,English,Gotouge Koyoharu,paperback,"Demon Slayer: Kimetsu no Yaiba, Vol. 2"
446,4.1,1998.0,Japanese,Japan,77.0,16,in_stock,English,Tatsuya Endo,paperback,"SPY x FAMILY Manga Combo Vol. 1, 2, 3, & 4 ("
591,3.5,994.0,Japanese,Japan,40.0,21,in_stock,English,One,paperback,"One-Punch Man, Vol. 26"
537,4.6,699.0,Japanese,Japan,23.0,86,in_stock,English,Yano Takashi,paperback,"Naruto: Itachi's Story, Vol. 1"
591,4.7,799.0,Japanese,Japan,26.0,55,promotion,English,Kishimoto Masashi,paperback,"Naruto, Vol. 65"
1705,4.7,2400.0,Japanese,Japan,28.0,7,in_stock,English,Conley Chana,paperback,"DARK MOON: THE BLOOD ALTAR, Vol. 1 (comic)"
539,4.3,799.0,Japanese,Japan,32.0,20,promotion,English,Gotouge Koyoharu,paperback,"Demon Slayer: Kimetsu no Yaiba, Vol. 10"
591,4.5,799.0,Japanese,Japan,26.0,16,in_stock,English,One,paperback,"One-Punch Man, Vol. 11"
189,4.5,899.0,Japanese,Japan,78.0,31,in_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 15"
190,4.3,298.0,Japanese,Japan,36.0,23,promotion,English,Charanjeet Arora,paperback,MTE-1 Calculus
591,4.8,1050.0,Japanese,Japan,43.0,11,promotion,English,Oda Eiichiro,paperback,"One Piece, Vol. 105"
255,4.1,350.0,Japanese,Japan,27.0,7,in_stock,English,Yusuke Murata,paperback,"One-Punch Man, Vol. 4"
328,4.3,1249.0,Japanese,Japan,73.0,26,promotion,English,Ohba Tsugumi,paperback,"Death Note, Vol. 7: Volume 7"
591,5.0,799.0,Japanese,Japan,26.0,15,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 47"
241,4.3,699.0,Japanese,Japan,65.0,23,in_stock,English,Gege Akutami,paperback,"Jujutsu Kaisen, Vol. 11"
288,4.4,1299.0,Japanese,Japan,77.0,9,promotion,English,Oda Eiichiro,paperback,"One Piece, Vol. 5: For Whom The Bell Tolls"
897,4.3,1818.0,Japanese,Japan,50.0,346,in_stock,English,Golden Christie,paperback,Warcraft: Legends Vol. 4
138,4.1,499.0,Japanese,Japan,72.0,592,promotion,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 12: Volume 12 ("
619,3.8,899.0,Japanese,Japan,31.0,5,promotion,English,Suzuki Yuto,paperback,"Sakamoto Days, Vol. 3"
201,3.5,839.0,Japanese,Japan,76.0,37,promotion,English,Oda Eiichiro,paperback,"One Piece: Ace's Story, Vol. 1"
222,4.4,599.0,Japanese,Japan,62.0,5,promotion,English,Yusuke Murata,paperback,"One-Punch Man, Vol. 2"
8938,4.1,15599.0,Japanese,Japan,42.0,21,promotion,English,Kishimoto Masashi,paperback,Naruto Box Set 1: Volume 1
251,4.3,299.0,Japanese,Japan,16.0,24,in_stock,English,Kusaka Hidenori,paperback,"Pokemon X*Y, Vol. 8: Volume 8"
195,4.2,1897.0,Japanese,Japan,89.0,10,promotion,English,Mo Xiang Tong Xiu,paperback,The Scum Villain's Self-Saving System: Ren Zha Fanpai Z...
9939,3.0,15999.0,Japanese,Japan,37.0,4,promotion,English,Oda Eiichiro,paperback,One Piece Box Set 3: Thriller Bark to New World: Volume...
358,4.5,516.0,Japanese,Japan,30.0,35,promotion,English,Kondo Marie,paperback,The Life-Changing Manga of Tidying Up
335,4.6,1499.0,Japanese,Japan,77.0,279,in_stock,English,Inoue Takehiko,paperback,"Vagabond, Vol. 12"
780,4.4,999.0,Japanese,Japan,21.0,13,promotion,English,Takamisaki Ryo,paperback,Pokemon the Movie: I Choose You!
591,5.0,799.0,Japanese,Japan,26.0,22,promotion,English,Kishimoto Masashi,paperback,"Naruto, Vol. 64"
1301,3.9,1399.0,Japanese,Japan,7.0,10,promotion,English,Araki Hirohiko,hardcover,"JoJo's Bizarre Adventure: Part 5--Golden Wind, Vol. 4"
249,3.3,399.0,Japanese,Japan,37.0,3,in_stock,English,Kentaro Miura,paperback,Demon slayer vol 1 and 2
186,3.7,499.0,Japanese,Japan,62.0,3,promotion,English,Muneyuki Kaneshiro,paperback,Blue Lock 3
591,4.7,799.0,Japanese,Japan,26.0,17,in_stock,English,Horikoshi Kohei,paperback,"My Hero Academia, Vol. 25"
169,4.7,499.0,Japanese,Japan,66.0,3,promotion,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 6: Volume 6 ("
188,4.6,832.0,Japanese,Japan,77.0,28,in_stock,English,Tatsuki Fujimoto,paperback,Chain saw man set.1 volume: 1
1301,4.2,5999.0,Japanese,Japan,78.0,47,in_stock,English,Oima Yoshitoki,paperback,A Silent Voice Complete Series Box Set
349,4.1,1099.0,Japanese,Japan,68.0,530,promotion,English,Masashi Kishimoto,paperback,"Naruto, Volume 10 : Set 1"
486,4.6,699.0,Japanese,Japan,30.0,5,promotion,English,Horikoshi Kohei,paperback,"My Hero Academia: Vigilantes, Vol. 4"
261,4.5,999.0,Japanese,Japan,73.0,46,in_stock,English,Ishida Sui,paperback,"Tokyo Ghoul, Vol. 5"
251,4.1,899.0,Japanese,Japan,72.0,606,in_stock,English,Ohba Tsugumi,paperback,"Death Note, Vol. 10: Volume 10"
591,4.3,799.0,Japanese,Japan,26.0,7,in_stock,English,Kubo Tite,paperback,"Bleach, Vol. 40"
197,3.2,1916.0,Japanese,Japan,89.0,18,promotion,English,Mo Xiang Tong Xiu,paperback,The Scum Villain's Self-Saving System: Ren Zha Fanpai Z...
591,4.5,799.0,Japanese,Japan,26.0,6,other,English,Horikoshi Kohei,paperback,"My Hero Academia: Vigilantes, Vol. 3"
657,4.5,1355.0,Japanese,Japan,51.0,13,in_stock,English,Kaneshiro Muneyuki,paperback,Blue Lock 7
1302,3.3,2305.0,Japanese,Japan,43.0,3,other,English,Yaongyi,hardcover,True Beauty Volume One
176,3.8,499.0,Japanese,Japan,64.0,45,promotion,English,Oda Eiichiro,paperback,One Piece Vol 1: Volume 1 (
814,4.5,1950.0,Japanese,Japan,58.0,13,in_stock,English,Wakui Ken,paperback,Tokyo Revengers (Omnibus) Vol. 3-4
1949,4.7,2299.0,Japanese,Japan,15.0,3,promotion,English,Asano Inio,paperback,"Goodnight Punpun, Vol. 1"
478,2.4,699.0,Japanese,Japan,31.0,9,promotion,English,Horikoshi Kohei,paperback,"My Hero Academia: Vigilantes, Vol. 6"
4277,4.1,6599.0,Japanese,Japan,35.0,592,in_stock,English,Fuse,paperback,That Time I Got Reincarnated as a Slime Season 1 Part 1...
239,4.1,1185.0,Japanese,Japan,79.0,530,promotion,English,Masashi Kishimoto,paperback,Naruto Volume 63: Set.3
604,4.4,1999.0,Japanese,Japan,69.0,9,promotion,English,Rou Bao Bu Chi Rou,paperback,"Remnants of Filth: Yuwu (Novel) Vol 1,2,3 ("
254,4.6,899.0,Japanese,Japan,71.0,32,promotion,English,Kishimoto Masashi,paperback,"Naruto, Vol. 33: Volume 33"
255,4.3,350.0,Japanese,Japan,27.0,23,in_stock,English,Yusuke Murata,paperback,"One-Punch Man, Volume 2"
232,0.0,499.0,Japanese,Japan,53.0,0,other,English,Aka Akasaka,paperback,"[Oshi No Ko], Vol. 1"
239,4.1,730.0,Japanese,Japan,67.0,530,promotion,English,Masashi Kishimoto,paperback,Naruto Volume 37: Set.2
1195,4.2,1680.0,Japanese,Japan,28.0,284,promotion,English,Gifford Kevin,paperback,"The Shiunji Family Children, Vol. 1"
3720,4.4,14999.0,Japanese,Japan,75.0,36,in_stock,English,Toriyama Akira,paperback,Dragon Ball Z Complete Box Set  - Vols. 1-26 with premi...
224,4.1,999.0,Japanese,Japan,77.0,606,in_stock,English,Gege Akutami,paperback,JUTUSU KAISEN 1-3
622,5.0,699.0,Japanese,Japan,11.0,4,in_stock,English,Kusaka Hidenori,paperback,"Pokemon Adventures (Ruby and Sapphire), Vol. 16: Volume..."
1719,4.8,2411.0,Japanese,Japan,28.0,4,in_stock,English,Ryo Haruto,paperback,Ibitsu
478,4.1,699.0,Japanese,Japan,31.0,592,in_stock,English,Kubo Tite,paperback,"Bleach, Vol. 29"
591,4.6,1040.0,Japanese,Japan,43.0,8,promotion,English,Horikoshi Kohei,paperback,"My Hero Academia, Vol. 37"
419,3.8,961.0,Japanese,Japan,56.0,5,in_stock,English,Tatsu Yukinobu,paperback,"Dandadan, Vol. 2"
2844,4.7,4099.0,Japanese,Japan,30.0,3,promotion,English,Miura Kentaro,hardcover,Berserk Deluxe Volume 14
953,5.0,1199.0,Japanese,Japan,20.0,6,in_stock,English,Inoue Takehiko,paperback,"Real, Vol. 1: Volume 1"
580,0.0,699.0,Japanese,Japan,17.0,0,in_stock,English,Horikoshi Kohei,paperback,"My Hero Academia: Vigilantes, Vol. 11"
765,4.1,1934.0,Japanese,Japan,60.0,530,promotion,English,Teng David,paperback,Tearmoon Empire: Volume 5 (Light Novel)
2315,4.2,7449.0,Japanese,Japan,68.0,284,in_stock,English,Koyoharu Gotouge John Werry Mike Montesa,paperback,Demon Slayer Complete Box Set: Includes volumes 1-23 (D...
239,4.2,789.0,Japanese,Japan,69.0,6,promotion,English,Masashi Kishimoto,paperback,Naruto Volume 61: Set.3
772,4.1,1072.0,Japanese,Japan,27.0,606,other,English,Clamp,paperback,Tsubasa: World Chronicle 1
192,4.4,649.0,Japanese,Japan,70.0,66,promotion,English,Koyoharu Gotouge,paperback,Demon Slayer Vol 1
338,3.5,899.0,Japanese,Japan,62.0,14,promotion,English,One,paperback,"One-Punch Man, Vol. 21: Volume 21"
243,4.1,599.0,Japanese,Japan,59.0,592,promotion,English,Kafka Asagiri,paperback,"Bungo Stray Dogs, Volume 1"
1598,2.8,4399.0,Japanese,Japan,63.0,8,promotion,English,Kusaka Hidenori,paperback,Pokemon X*Y Complete Box Set
591,5.0,799.0,Japanese,Japan,26.0,17,promotion,English,Kishimoto Masashi,paperback,"Naruto, Vol. 67"
257,4.2,1999.0,Japanese,Japan,87.0,50,other,English,Mo Xiang Tong Xiu,paperback,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol...
1309,4.9,1550.0,Japanese,Japan,15.0,24,promotion,English,Shinkai Makoto,paperback,5 Centimeters Per Second
953,4.9,1199.0,Japanese,Japan,20.0,15,in_stock,English,Oda Eiichiro,paperback,"One Piece (Omnibus Edition), Vol. 4: Volume 4"
220,3.3,899.0,Japanese,Japan,75.0,3,promotion,English,Kishimoto Masashi,paperback,"Naruto, Vol. 35: Volume 35"
589,4.5,844.0,Japanese,Japan,30.0,14,in_stock,English,Kubo Tite,paperback,"Bleach, Vol. 3"
591,5.0,799.0,Japanese,Japan,26.0,21,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 66"
591,4.3,799.0,Japanese,Japan,26.0,23,in_stock,English,Horikoshi Kohei,paperback,"My Hero Academia: Vigilantes, Vol. 13"
622,3.7,699.0,Japanese,Japan,11.0,3,in_stock,English,Kusaka Hidenori,paperback,"Pokemon Adventures (Gold and Silver), Vol. 13: Volume 1..."
1178,4.1,1686.0,Japanese,Japan,30.0,592,in_stock,English,Pistillo Bianca,paperback,"Re:ZERO -Starting Life in Another World-, Chapter 3: Tr..."
241,4.1,699.0,Japanese,Japan,65.0,530,promotion,English,Gege Akutami,paperback,"Jujutsu Kaisen, Vol. 8"
224,4.6,899.0,Japanese,Japan,75.0,29,in_stock,English,Oda Eiichiro,paperback,"One Piece, Vol. 28: Volume 28"
549,3.9,799.0,Japanese,Japan,31.0,15,in_stock,English,Toriyama Akira,paperback,"Dragon Ball Z, Vol. 4"
210,4.3,999.0,Japanese,Japan,78.0,23,in_stock,English,Gege Akutami,paperback,"Jujutsu Kaisen, Vol. 7: Volume 7  - ENGLISH"
239,5.0,799.0,Japanese,Japan,70.0,3,in_stock,English,Kentaro Miura,paperback,Berserk volume 29
222,4.1,599.0,Japanese,Japan,62.0,530,promotion,English,Yusuke Murata,paperback,"One-Punch Man, Vol. 5"
598,4.5,799.0,Japanese,Japan,25.0,21,in_stock,English,Toriyama Akira,paperback,"Dragon Ball Super, Vol. 14"
263,0.0,999.0,Japanese,Japan,73.0,0,in_stock,English,Akutami Gege,paperback,"Jujutsu Kaisen, Vol. 23"
444,4.1,1000.0,Japanese,Japan,55.0,606,in_stock,English,Akira Toriiyama Toyotarou,paperback,COLOURED Dragon Ball Super Volume 15 + 1 free DBS card
685,4.4,725.0,Japanese,Japan,5.0,66,in_stock,English,Suzuki Nakaba,paperback,The Seven Deadly Sins: Four Knights of the Apocalypse 5
1035,0.0,1699.0,Japanese,Japan,39.0,0,promotion,English,Yukimura Makoto,hardcover,Vinland Saga 3
591,4.8,799.0,Japanese,Japan,26.0,6,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 54"
591,3.3,969.0,Japanese,Japan,39.0,3,promotion,English,Kishimoto Masashi,paperback,"Boruto: Naruto Next Generations, Vol. 15"
591,4.4,799.0,Japanese,Japan,26.0,13,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 55"
591,4.8,799.0,Japanese,Japan,26.0,4,in_stock,English,Kishimoto Masashi,paperback,"Naruto, Vol. 13"
866,4.4,1655.0,Japanese,Japan,47.0,12,promotion,English,Aidairo Aidairo,paperback,"Toilet-bound Hanako-kun, Vol. 12"
591,0.0,799.0,Japanese,Japan,26.0,0,in_stock,English,Kishimoto Masashi,paperback,"Boruto: Naruto Next Generations, Vol. 12"
